datetime,parameter,value
2026-06-29T05:00Z,o3,129.0
2026-06-29T06:00Z,pm10,681.7
2026-06-29T06:00Z,pm25,120.6
2026-06-29T06:00Z,co,210.0
2026-06-29T06:00Z,no2,5.1
2026-06-29T06:00Z,so2,11.5
2026-06-29T06:00Z,o3,145.0
2026-06-29T07:00Z,pm10,767.4
2026-06-29T07:00Z,pm25,132.2
2026-06-29T07:00Z,co,193.0
2026-06-29T07:00Z,no2,3.4
2026-06-29T07:00Z,so2,10.4
2026-06-29T07:00Z,o3,155.0
2026-06-29T08:00Z,pm10,743.2
2026-06-29T08:00Z,pm25,129.9
2026-06-29T08:00Z,co,192.0
2026-06-29T08:00Z,no2,3.2
2026-06-29T08:00Z,so2,10.5
2026-06-29T08:00Z,o3,160.0
2026-06-29T09:00Z,pm10,732.0
2026-06-29T09:00Z,pm25,129.0
2026-06-29T09:00Z,co,195.0
2026-06-29T09:00Z,no2,4.0
2026-06-29T09:00Z,so2,10.8
2026-06-29T09:00Z,o3,161.0
2026-06-29T10:00Z,pm10,719.0
2026-06-29T10:00Z,pm25,125.7
2026-06-29T10:00Z,co,196.0
2026-06-29T10:00Z,no2,5.3
2026-06-29T10:00Z,so2,10.9
2026-06-29T10:00Z,o3,156.0
2026-06-29T11:00Z,pm10,739.5
2026-06-29T11:00Z,pm25,126.7
2026-06-29T11:00Z,co,201.0
2026-06-29T11:00Z,no2,7.5
2026-06-29T11:00Z,so2,11.2
2026-06-29T11:00Z,o3,145.0
2026-06-29T12:00Z,pm10,644.5
2026-06-29T12:00Z,pm25,121.1
2026-06-29T12:00Z,co,216.0
2026-06-29T12:00Z,no2,11.5
2026-06-29T12:00Z,so2,12.4
2026-06-29T12:00Z,o3,135.0
2026-06-29T13:00Z,pm10,519.7
2026-06-29T13:00Z,pm25,116.2
2026-06-29T13:00Z,co,228.0
2026-06-29T13:00Z,no2,21.2
2026-06-29T13:00Z,so2,16.3
2026-06-29T13:00Z,o3,119.0
2026-06-29T14:00Z,pm10,525.3
2026-06-29T14:00Z,pm25,123.9
2026-06-29T14:00Z,co,250.0
2026-06-29T14:00Z,no2,34.7
2026-06-29T14:00Z,so2,21.9
2026-06-29T14:00Z,o3,97.0
2026-06-29T15:00Z,pm10,534.6
2026-06-29T15:00Z,pm25,134.6
2026-06-29T15:00Z,co,326.0
2026-06-29T15:00Z,no2,45.4
2026-06-29T15:00Z,so2,27.2
2026-06-29T15:00Z,o3,78.0
2026-06-29T16:00Z,pm10,540.2
2026-06-29T16:00Z,pm25,145.3
2026-06-29T16:00Z,co,521.0
2026-06-29T16:00Z,no2,50.8
2026-06-29T16:00Z,so2,32.3
2026-06-29T16:00Z,o3,66.0
2026-06-29T17:00Z,pm10,530.9
2026-06-29T17:00Z,pm25,149.9
2026-06-29T17:00Z,co,769.0
2026-06-29T17:00Z,no2,53.4
2026-06-29T17:00Z,so2,37.2
2026-06-29T17:00Z,o3,57.0
2026-06-29T18:00Z,pm10,508.5
2026-06-29T18:00Z,pm25,144.8
2026-06-29T18:00Z,co,916.0
2026-06-29T18:00Z,no2,53.9
2026-06-29T18:00Z,so2,40.1
2026-06-29T18:00Z,o3,50.0
2026-06-29T19:00Z,pm10,514.1
2026-06-29T19:00Z,pm25,143.9
2026-06-29T19:00Z,co,867.0
2026-06-29T19:00Z,no2,51.7
2026-06-29T19:00Z,so2,40.0
2026-06-29T19:00Z,o3,46.0
2026-06-29T20:00Z,pm10,510.4
2026-06-29T20:00Z,pm25,143.0
2026-06-29T20:00Z,co,717.0
2026-06-29T20:00Z,no2,47.4
2026-06-29T20:00Z,so2,37.9
2026-06-29T20:00Z,o3,43.0
2026-06-29T21:00Z,pm10,475.9
2026-06-29T21:00Z,pm25,138.8
2026-06-29T21:00Z,co,598.0
2026-06-29T21:00Z,no2,43.2
2026-06-29T21:00Z,so2,35.4
2026-06-29T21:00Z,o3,42.0
2026-06-29T22:00Z,pm10,407.0
2026-06-29T22:00Z,pm25,128.5
2026-06-29T22:00Z,co,573.0
2026-06-29T22:00Z,no2,39.9
2026-06-29T22:00Z,so2,32.5
2026-06-29T22:00Z,o3,40.0
2026-06-29T23:00Z,pm10,347.4
2026-06-29T23:00Z,pm25,117.3
2026-06-29T23:00Z,co,579.0
2026-06-29T23:00Z,no2,36.7
2026-06-29T23:00Z,so2,29.1
2026-06-29T23:00Z,o3,39.0
2026-06-30T00:00Z,pm10,427.5
2026-06-30T00:00Z,pm25,106.4
2026-06-30T00:00Z,co,559.0
2026-06-30T00:00Z,no2,26.3
2026-06-30T00:00Z,so2,28.1
2026-06-30T00:00Z,o3,71.0
2026-06-30T01:00Z,pm10,418.2
2026-06-30T01:00Z,pm25,108.5
2026-06-30T01:00Z,co,479.0
2026-06-30T01:00Z,no2,25.4
2026-06-30T01:00Z,so2,26.3
2026-06-30T01:00Z,o3,68.0
2026-06-30T02:00Z,pm10,596.0
2026-06-30T02:00Z,pm25,132.2
2026-06-30T02:00Z,co,373.0
2026-06-30T02:00Z,no2,24.0
2026-06-30T02:00Z,so2,23.6
2026-06-30T02:00Z,o3,64.0
2026-06-30T03:00Z,pm10,1087.8
2026-06-30T03:00Z,pm25,194.2
2026-06-30T03:00Z,co,288.0
2026-06-30T03:00Z,no2,22.3
2026-06-30T03:00Z,so2,20.8
2026-06-30T03:00Z,o3,62.0
2026-06-30T04:00Z,pm10,1423.1
2026-06-30T04:00Z,pm25,244.9
2026-06-30T04:00Z,co,244.0
2026-06-30T04:00Z,no2,20.0
2026-06-30T04:00Z,so2,17.6
2026-06-30T04:00Z,o3,60.0
2026-06-30T05:00Z,pm10,1542.3
2026-06-30T05:00Z,pm25,270.1
2026-06-30T05:00Z,co,222.0
2026-06-30T05:00Z,no2,17.4
2026-06-30T05:00Z,so2,14.3
2026-06-30T05:00Z,o3,60.0
2026-06-30T06:00Z,pm10,1557.2
2026-06-30T06:00Z,pm25,276.6
2026-06-30T06:00Z,co,208.0
2026-06-30T06:00Z,no2,14.8
2026-06-30T06:00Z,so2,12.1
2026-06-30T06:00Z,o3,69.0
2026-06-30T07:00Z,pm10,1423.1
2026-06-30T07:00Z,pm25,248.7
2026-06-30T07:00Z,co,199.0
2026-06-30T07:00Z,no2,11.8
2026-06-30T07:00Z,so2,11.5
2026-06-30T07:00Z,o3,97.0
2026-06-30T08:00Z,pm10,1162.3
2026-06-30T08:00Z,pm25,204.9
2026-06-30T08:00Z,co,199.0
2026-06-30T08:00Z,no2,8.9
2026-06-30T08:00Z,so2,12.0
2026-06-30T08:00Z,o3,135.0
2026-06-30T09:00Z,pm10,918.3
2026-06-30T09:00Z,pm25,167.2
2026-06-30T09:00Z,co,202.0
2026-06-30T09:00Z,no2,7.9
2026-06-30T09:00Z,so2,13.7
2026-06-30T09:00Z,o3,164.0
2026-06-30T10:00Z,pm10,713.4
2026-06-30T10:00Z,pm25,137.4
2026-06-30T10:00Z,co,199.0
2026-06-30T10:00Z,no2,10.3
2026-06-30T10:00Z,so2,17.1
2026-06-30T10:00Z,o3,176.0
2026-06-30T11:00Z,pm10,562.5
2026-06-30T11:00Z,pm25,117.8
2026-06-30T11:00Z,co,199.0
2026-06-30T11:00Z,no2,14.7
2026-06-30T11:00Z,so2,21.6
2026-06-30T11:00Z,o3,178.0
2026-06-30T12:00Z,pm10,631.4
2026-06-30T12:00Z,pm25,110.4
2026-06-30T12:00Z,co,226.0
2026-06-30T12:00Z,no2,18.9
2026-06-30T12:00Z,so2,22.3
2026-06-30T12:00Z,o3,127.0
2026-06-30T13:00Z,pm10,340.9
2026-06-30T13:00Z,pm25,76.1
2026-06-30T13:00Z,co,305.0
2026-06-30T13:00Z,no2,22.9
2026-06-30T13:00Z,so2,24.4
2026-06-30T13:00Z,o3,114.0
2026-06-30T14:00Z,pm10,281.3
2026-06-30T14:00Z,pm25,63.8
2026-06-30T14:00Z,co,412.0
2026-06-30T14:00Z,no2,28.3
2026-06-30T14:00Z,so2,27.4
2026-06-30T14:00Z,o3,96.0
2026-06-30T15:00Z,pm10,295.2
2026-06-30T15:00Z,pm25,65.0
2026-06-30T15:00Z,co,495.0
2026-06-30T15:00Z,no2,32.2
2026-06-30T15:00Z,so2,29.3
2026-06-30T15:00Z,o3,81.0
2026-06-30T16:00Z,pm10,333.4
2026-06-30T16:00Z,pm25,70.1
2026-06-30T16:00Z,co,535.0
2026-06-30T16:00Z,no2,33.2
2026-06-30T16:00Z,so2,29.5
2026-06-30T16:00Z,o3,71.0
2026-06-30T17:00Z,pm10,362.3
2026-06-30T17:00Z,pm25,74.0
2026-06-30T17:00Z,co,552.0
2026-06-30T17:00Z,no2,32.7
2026-06-30T17:00Z,so2,28.7
2026-06-30T17:00Z,o3,64.0
2026-06-30T18:00Z,pm10,362.3
2026-06-30T18:00Z,pm25,75.0
2026-06-30T18:00Z,co,558.0
2026-06-30T18:00Z,no2,31.7
2026-06-30T18:00Z,so2,27.4
2026-06-30T18:00Z,o3,58.0
2026-06-30T19:00Z,pm10,333.4
2026-06-30T19:00Z,pm25,72.6
2026-06-30T19:00Z,co,557.0
2026-06-30T19:00Z,no2,30.5
2026-06-30T19:00Z,so2,25.7
2026-06-30T19:00Z,o3,54.0
2026-06-30T20:00Z,pm10,301.7
2026-06-30T20:00Z,pm25,70.5
2026-06-30T20:00Z,co,545.0
2026-06-30T20:00Z,no2,28.8
2026-06-30T20:00Z,so2,23.5
2026-06-30T20:00Z,o3,51.0
2026-06-30T21:00Z,pm10,308.3
2026-06-30T21:00Z,pm25,74.3
2026-06-30T21:00Z,co,524.0
2026-06-30T21:00Z,no2,27.1
2026-06-30T21:00Z,so2,21.5
2026-06-30T21:00Z,o3,50.0
2026-06-30T22:00Z,pm10,315.7
2026-06-30T22:00Z,pm25,78.5
2026-06-30T22:00Z,co,486.0
2026-06-30T22:00Z,no2,25.3
2026-06-30T22:00Z,so2,19.7
2026-06-30T22:00Z,o3,51.0
2026-06-30T23:00Z,pm10,247.7
2026-06-30T23:00Z,pm25,69.6
2026-06-30T23:00Z,co,440.0
2026-06-30T23:00Z,no2,23.5
2026-06-30T23:00Z,so2,18.1
2026-06-30T23:00Z,o3,53.0
2026-07-01T00:00Z,pm10,72.6
2026-07-01T00:00Z,pm25,40.2
2026-07-01T00:00Z,co,414.0
2026-07-01T00:00Z,no2,21.5
2026-07-01T00:00Z,so2,19.0
2026-07-01T00:00Z,o3,61.0
2026-07-01T01:00Z,pm10,80.8
2026-07-01T01:00Z,pm25,38.3
2026-07-01T01:00Z,co,428.0
2026-07-01T01:00Z,no2,23.6
2026-07-01T01:00Z,so2,20.2
2026-07-01T01:00Z,o3,59.0
2026-07-01T02:00Z,pm10,76.4
2026-07-01T02:00Z,pm25,38.6
2026-07-01T02:00Z,co,463.0
2026-07-01T02:00Z,no2,26.4
2026-07-01T02:00Z,so2,22.0
2026-07-01T02:00Z,o3,57.0
2026-07-01T03:00Z,pm10,104.1
2026-07-01T03:00Z,pm25,43.9
2026-07-01T03:00Z,co,488.0
2026-07-01T03:00Z,no2,28.0
2026-07-01T03:00Z,so2,23.8
2026-07-01T03:00Z,o3,60.0
2026-07-01T04:00Z,pm10,163.0
2026-07-01T04:00Z,pm25,48.7
2026-07-01T04:00Z,co,495.0
2026-07-01T04:00Z,no2,27.4
2026-07-01T04:00Z,so2,25.6
2026-07-01T04:00Z,o3,71.0
2026-07-01T05:00Z,pm10,224.4
2026-07-01T05:00Z,pm25,58.8
2026-07-01T05:00Z,co,491.0
2026-07-01T05:00Z,no2,25.6
2026-07-01T05:00Z,so2,27.4
2026-07-01T05:00Z,o3,88.0
2026-07-01T06:00Z,pm10,224.0
2026-07-01T06:00Z,pm25,62.6
2026-07-01T06:00Z,co,469.0
2026-07-01T06:00Z,no2,23.4
2026-07-01T06:00Z,so2,28.7
2026-07-01T06:00Z,o3,103.0
2026-07-01T07:00Z,pm10,175.1
2026-07-01T07:00Z,pm25,57.9
2026-07-01T07:00Z,co,411.0
2026-07-01T07:00Z,no2,20.4
2026-07-01T07:00Z,so2,29.2
2026-07-01T07:00Z,o3,115.0
2026-07-01T08:00Z,pm10,187.2
2026-07-01T08:00Z,pm25,61.0
2026-07-01T08:00Z,co,334.0
2026-07-01T08:00Z,no2,17.0
2026-07-01T08:00Z,so2,29.2
2026-07-01T08:00Z,o3,126.0
2026-07-01T09:00Z,pm10,225.4
2026-07-01T09:00Z,pm25,67.1
2026-07-01T09:00Z,co,283.0
2026-07-01T09:00Z,no2,14.8
2026-07-01T09:00Z,so2,29.3
2026-07-01T09:00Z,o3,136.0
2026-07-01T10:00Z,pm10,257.0
2026-07-01T10:00Z,pm25,74.5
2026-07-01T10:00Z,co,280.0
2026-07-01T10:00Z,no2,14.2
2026-07-01T10:00Z,so2,29.6
2026-07-01T10:00Z,o3,146.0
2026-07-01T11:00Z,pm10,264.5
2026-07-01T11:00Z,pm25,78.9
2026-07-01T11:00Z,co,303.0
2026-07-01T11:00Z,no2,14.8
2026-07-01T11:00Z,so2,30.0
2026-07-01T11:00Z,o3,154.0
2026-07-01T12:00Z,pm10,209.5
2026-07-01T12:00Z,pm25,59.8
2026-07-01T12:00Z,co,334.0
2026-07-01T12:00Z,no2,22.9
2026-07-01T12:00Z,so2,31.2
2026-07-01T12:00Z,o3,105.0
2026-07-01T13:00Z,pm10,196.5
2026-07-01T13:00Z,pm25,59.1
2026-07-01T13:00Z,co,369.0
2026-07-01T13:00Z,no2,27.8
2026-07-01T13:00Z,so2,31.5
2026-07-01T13:00Z,o3,93.0
2026-07-01T14:00Z,pm10,179.3
2026-07-01T14:00Z,pm25,60.3
2026-07-01T14:00Z,co,413.0
2026-07-01T14:00Z,no2,34.6
2026-07-01T14:00Z,so2,31.9
2026-07-01T14:00Z,o3,76.0
2026-07-01T15:00Z,pm10,176.5
2026-07-01T15:00Z,pm25,64.5
2026-07-01T15:00Z,co,456.0
2026-07-01T15:00Z,no2,40.0
2026-07-01T15:00Z,so2,32.3
2026-07-01T15:00Z,o3,62.0
2026-07-01T16:00Z,pm10,180.2
2026-07-01T16:00Z,pm25,67.3
2026-07-01T16:00Z,co,502.0
2026-07-01T16:00Z,no2,42.8
2026-07-01T16:00Z,so2,33.1
2026-07-01T16:00Z,o3,54.0
2026-07-01T17:00Z,pm10,189.5
2026-07-01T17:00Z,pm25,69.2
2026-07-01T17:00Z,co,547.0
2026-07-01T17:00Z,no2,44.2
2026-07-01T17:00Z,so2,34.0
2026-07-01T17:00Z,o3,48.0
2026-07-01T18:00Z,pm10,193.7
2026-07-01T18:00Z,pm25,70.1
2026-07-01T18:00Z,co,579.0
2026-07-01T18:00Z,no2,44.0
2026-07-01T18:00Z,so2,33.9
2026-07-01T18:00Z,o3,45.0
2026-07-01T19:00Z,pm10,194.2
2026-07-01T19:00Z,pm25,68.0
2026-07-01T19:00Z,co,589.0
2026-07-01T19:00Z,no2,41.2
2026-07-01T19:00Z,so2,31.9
2026-07-01T19:00Z,o3,45.0
2026-07-01T20:00Z,pm10,197.9
2026-07-01T20:00Z,pm25,72.6
2026-07-01T20:00Z,co,585.0
2026-07-01T20:00Z,no2,36.7
2026-07-01T20:00Z,so2,29.0
2026-07-01T20:00Z,o3,47.0
2026-07-01T21:00Z,pm10,158.8
2026-07-01T21:00Z,pm25,67.8
2026-07-01T21:00Z,co,575.0
2026-07-01T21:00Z,no2,33.4
2026-07-01T21:00Z,so2,26.7
2026-07-01T21:00Z,o3,48.0
2026-07-01T22:00Z,pm10,122.9
2026-07-01T22:00Z,pm25,61.5
2026-07-01T22:00Z,co,548.0
2026-07-01T22:00Z,no2,32.7
2026-07-01T22:00Z,so2,25.5
2026-07-01T22:00Z,o3,46.0
2026-07-01T23:00Z,pm10,107.3
2026-07-01T23:00Z,pm25,58.9
2026-07-01T23:00Z,co,515.0
2026-07-01T23:00Z,no2,33.2
2026-07-01T23:00Z,so2,25.0
2026-07-01T23:00Z,o3,43.0
2026-07-02T00:00Z,pm10,129.9
2026-07-02T00:00Z,pm25,61.0
2026-07-02T00:00Z,co,515.0
2026-07-02T00:00Z,no2,33.0
2026-07-02T00:00Z,so2,25.8
2026-07-02T00:00Z,o3,46.0
2026-07-02T01:00Z,pm10,132.7
2026-07-02T01:00Z,pm25,59.1
2026-07-02T01:00Z,co,583.0
2026-07-02T01:00Z,no2,33.0
2026-07-02T01:00Z,so2,31.0
2026-07-02T01:00Z,o3,55.0
2026-07-02T02:00Z,pm10,132.2
2026-07-02T02:00Z,pm25,60.1
2026-07-02T02:00Z,co,685.0
2026-07-02T02:00Z,no2,32.8
2026-07-02T02:00Z,so2,37.9
2026-07-02T02:00Z,o3,68.0
2026-07-02T03:00Z,pm10,137.4
2026-07-02T03:00Z,pm25,60.8
2026-07-02T03:00Z,co,759.0
2026-07-02T03:00Z,no2,31.2
2026-07-02T03:00Z,so2,41.5
2026-07-02T03:00Z,o3,83.0
2026-07-02T04:00Z,pm10,134.1
2026-07-02T04:00Z,pm25,58.9
2026-07-02T04:00Z,co,784.0
2026-07-02T04:00Z,no2,27.0
2026-07-02T04:00Z,so2,38.7
2026-07-02T04:00Z,o3,99.0
2026-07-02T05:00Z,pm10,124.8
2026-07-02T05:00Z,pm25,54.1
2026-07-02T05:00Z,co,781.0
2026-07-02T05:00Z,no2,21.4
2026-07-02T05:00Z,so2,32.5
2026-07-02T05:00Z,o3,116.0
2026-07-02T06:00Z,pm10,112.2
2026-07-02T06:00Z,pm25,50.5
2026-07-02T06:00Z,co,757.0
2026-07-02T06:00Z,no2,16.5
2026-07-02T06:00Z,so2,27.2
2026-07-02T06:00Z,o3,134.0
2026-07-02T07:00Z,pm10,102.7
2026-07-02T07:00Z,pm25,45.3
2026-07-02T07:00Z,co,702.0
2026-07-02T07:00Z,no2,12.6
2026-07-02T07:00Z,so2,24.2
2026-07-02T07:00Z,o3,155.0
2026-07-02T08:00Z,pm10,89.6
2026-07-02T08:00Z,pm25,39.9
2026-07-02T08:00Z,co,626.0
2026-07-02T08:00Z,no2,9.3
2026-07-02T08:00Z,so2,22.0
2026-07-02T08:00Z,o3,177.0
2026-07-02T09:00Z,pm10,79.9
2026-07-02T09:00Z,pm25,37.3
2026-07-02T09:00Z,co,566.0
2026-07-02T09:00Z,no2,7.6
2026-07-02T09:00Z,so2,20.6
2026-07-02T09:00Z,o3,192.0
2026-07-02T10:00Z,pm10,85.9
2026-07-02T10:00Z,pm25,37.3
2026-07-02T10:00Z,co,512.0
2026-07-02T10:00Z,no2,7.7
2026-07-02T10:00Z,so2,20.0
2026-07-02T10:00Z,o3,199.0
2026-07-02T11:00Z,pm10,74.5
2026-07-02T11:00Z,pm25,35.6
2026-07-02T11:00Z,co,473.0
2026-07-02T11:00Z,no2,9.5
2026-07-02T11:00Z,so2,20.1
2026-07-02T11:00Z,o3,200.0
2026-07-02T12:00Z,pm10,95.7
2026-07-02T12:00Z,pm25,34.3
2026-07-02T12:00Z,co,519.0
2026-07-02T12:00Z,no2,11.5
2026-07-02T12:00Z,so2,15.1
2026-07-02T12:00Z,o3,154.0
2026-07-02T13:00Z,pm10,89.4
2026-07-02T13:00Z,pm25,33.6
2026-07-02T13:00Z,co,744.0
2026-07-02T13:00Z,no2,17.8
2026-07-02T13:00Z,so2,18.1
2026-07-02T13:00Z,o3,139.0
2026-07-02T14:00Z,pm10,76.6
2026-07-02T14:00Z,pm25,35.0
2026-07-02T14:00Z,co,1054.0
2026-07-02T14:00Z,no2,26.5
2026-07-02T14:00Z,so2,22.3
2026-07-02T14:00Z,o3,119.0
2026-07-02T15:00Z,pm10,71.2
2026-07-02T15:00Z,pm25,37.1
2026-07-02T15:00Z,co,1232.0
2026-07-02T15:00Z,no2,32.9
2026-07-02T15:00Z,so2,25.4
2026-07-02T15:00Z,o3,101.0
2026-07-02T16:00Z,pm10,66.4
2026-07-02T16:00Z,pm25,38.3
2026-07-02T16:00Z,co,1153.0
2026-07-02T16:00Z,no2,35.1
2026-07-02T16:00Z,so2,26.6
2026-07-02T16:00Z,o3,90.0
2026-07-02T17:00Z,pm10,73.3
2026-07-02T17:00Z,pm25,39.5
2026-07-02T17:00Z,co,943.0
2026-07-02T17:00Z,no2,35.1
2026-07-02T17:00Z,so2,26.8
2026-07-02T17:00Z,o3,81.0
2026-07-02T18:00Z,pm10,89.4
2026-07-02T18:00Z,pm25,41.6
2026-07-02T18:00Z,co,759.0
2026-07-02T18:00Z,no2,34.2
2026-07-02T18:00Z,so2,26.5
2026-07-02T18:00Z,o3,75.0
2026-07-02T19:00Z,pm10,94.3
2026-07-02T19:00Z,pm25,43.0
2026-07-02T19:00Z,co,659.0
2026-07-02T19:00Z,no2,32.9
2026-07-02T19:00Z,so2,25.9
2026-07-02T19:00Z,o3,69.0
2026-07-02T20:00Z,pm10,99.7
2026-07-02T20:00Z,pm25,45.4
2026-07-02T20:00Z,co,586.0
2026-07-02T20:00Z,no2,30.8
2026-07-02T20:00Z,so2,24.8
2026-07-02T20:00Z,o3,65.0
2026-07-02T21:00Z,pm10,104.8
2026-07-02T21:00Z,pm25,47.8
2026-07-02T21:00Z,co,522.0
2026-07-02T21:00Z,no2,28.2
2026-07-02T21:00Z,so2,23.7
2026-07-02T21:00Z,o3,65.0
2026-07-02T22:00Z,pm10,80.1
2026-07-02T22:00Z,pm25,46.0
2026-07-02T22:00Z,co,455.0
2026-07-02T22:00Z,no2,24.7
2026-07-02T22:00Z,so2,22.3
2026-07-02T22:00Z,o3,70.0
2026-07-02T23:00Z,pm10,58.7
2026-07-02T23:00Z,pm25,41.1
2026-07-02T23:00Z,co,398.0
2026-07-02T23:00Z,no2,20.8
2026-07-02T23:00Z,so2,20.9
2026-07-02T23:00Z,o3,78.0
2026-07-03T00:00Z,pm10,26.2
2026-07-03T00:00Z,pm25,21.8
2026-07-03T00:00Z,co,374.0
2026-07-03T00:00Z,no2,15.2
2026-07-03T00:00Z,so2,18.0
2026-07-03T00:00Z,o3,94.0
2026-07-03T01:00Z,pm10,27.7
2026-07-03T01:00Z,pm25,21.4
2026-07-03T01:00Z,co,411.0
2026-07-03T01:00Z,no2,17.0
2026-07-03T01:00Z,so2,19.0
2026-07-03T01:00Z,o3,94.0
2026-07-03T02:00Z,pm10,31.8
2026-07-03T02:00Z,pm25,23.3
2026-07-03T02:00Z,co,480.0
2026-07-03T02:00Z,no2,19.3
2026-07-03T02:00Z,so2,20.5
2026-07-03T02:00Z,o3,94.0
2026-07-03T03:00Z,pm10,35.5
2026-07-03T03:00Z,pm25,24.6
2026-07-03T03:00Z,co,521.0
2026-07-03T03:00Z,no2,20.1
2026-07-03T03:00Z,so2,21.9
2026-07-03T03:00Z,o3,101.0
2026-07-03T04:00Z,pm10,49.5
2026-07-03T04:00Z,pm25,27.2
2026-07-03T04:00Z,co,499.0
2026-07-03T04:00Z,no2,17.7
2026-07-03T04:00Z,so2,23.2
2026-07-03T04:00Z,o3,121.0
2026-07-03T05:00Z,pm10,56.5
2026-07-03T05:00Z,pm25,29.3
2026-07-03T05:00Z,co,448.0
2026-07-03T05:00Z,no2,13.8
2026-07-03T05:00Z,so2,24.3
2026-07-03T05:00Z,o3,148.0
2026-07-03T06:00Z,pm10,56.2
2026-07-03T06:00Z,pm25,31.2
2026-07-03T06:00Z,co,410.0
2026-07-03T06:00Z,no2,11.1
2026-07-03T06:00Z,so2,25.3
2026-07-03T06:00Z,o3,167.0
2026-07-03T07:00Z,pm10,56.8
2026-07-03T07:00Z,pm25,32.4
2026-07-03T07:00Z,co,398.0
2026-07-03T07:00Z,no2,11.1
2026-07-03T07:00Z,so2,25.9
2026-07-03T07:00Z,o3,170.0
2026-07-03T08:00Z,pm10,70.8
2026-07-03T08:00Z,pm25,33.8
2026-07-03T08:00Z,co,398.0
2026-07-03T08:00Z,no2,12.4
2026-07-03T08:00Z,so2,26.3
2026-07-03T08:00Z,o3,165.0
2026-07-03T09:00Z,pm10,70.8
2026-07-03T09:00Z,pm25,34.9
2026-07-03T09:00Z,co,408.0
2026-07-03T09:00Z,no2,13.7
2026-07-03T09:00Z,so2,26.5
2026-07-03T09:00Z,o3,160.0
2026-07-03T10:00Z,pm10,99.7
2026-07-03T10:00Z,pm25,38.1
2026-07-03T10:00Z,co,434.0
2026-07-03T10:00Z,no2,13.9
2026-07-03T10:00Z,so2,26.4
2026-07-03T10:00Z,o3,160.0
2026-07-03T11:00Z,pm10,104.8
2026-07-03T11:00Z,pm25,40.6
2026-07-03T11:00Z,co,470.0
2026-07-03T11:00Z,no2,14.1
2026-07-03T11:00Z,so2,26.1
2026-07-03T11:00Z,o3,160.0
2026-07-03T12:00Z,pm10,87.8
2026-07-03T12:00Z,pm25,45.2
2026-07-03T12:00Z,co,496.0
2026-07-03T12:00Z,no2,15.8
2026-07-03T12:00Z,so2,27.3
2026-07-03T12:00Z,o3,190.0
2026-07-03T13:00Z,pm10,90.6
2026-07-03T13:00Z,pm25,50.1
2026-07-03T13:00Z,co,496.0
2026-07-03T13:00Z,no2,26.5
2026-07-03T13:00Z,so2,29.2
2026-07-03T13:00Z,o3,160.0
2026-07-03T14:00Z,pm10,94.1
2026-07-03T14:00Z,pm25,57.0
2026-07-03T14:00Z,co,486.0
2026-07-03T14:00Z,no2,41.3
2026-07-03T14:00Z,so2,31.7
2026-07-03T14:00Z,o3,118.0
2026-07-03T15:00Z,pm10,96.2
2026-07-03T15:00Z,pm25,65.4
2026-07-03T15:00Z,co,497.0
2026-07-03T15:00Z,no2,52.1
2026-07-03T15:00Z,so2,33.4
2026-07-03T15:00Z,o3,84.0
2026-07-03T16:00Z,pm10,95.2
2026-07-03T16:00Z,pm25,66.4
2026-07-03T16:00Z,co,556.0
2026-07-03T16:00Z,no2,55.4
2026-07-03T16:00Z,so2,33.5
2026-07-03T16:00Z,o3,66.0
2026-07-03T17:00Z,pm10,94.5
2026-07-03T17:00Z,pm25,65.7
2026-07-03T17:00Z,co,636.0
2026-07-03T17:00Z,no2,54.8
2026-07-03T17:00Z,so2,32.7
2026-07-03T17:00Z,o3,56.0
2026-07-03T18:00Z,pm10,90.1
2026-07-03T18:00Z,pm25,63.1
2026-07-03T18:00Z,co,691.0
2026-07-03T18:00Z,no2,52.7
2026-07-03T18:00Z,so2,31.4
2026-07-03T18:00Z,o3,50.0
2026-07-03T19:00Z,pm10,84.1
2026-07-03T19:00Z,pm25,59.4
2026-07-03T19:00Z,co,696.0
2026-07-03T19:00Z,no2,49.1
2026-07-03T19:00Z,so2,29.5
2026-07-03T19:00Z,o3,46.0
2026-07-03T20:00Z,pm10,79.4
2026-07-03T20:00Z,pm25,56.7
2026-07-03T20:00Z,co,676.0
2026-07-03T20:00Z,no2,44.1
2026-07-03T20:00Z,so2,27.1
2026-07-03T20:00Z,o3,46.0
2026-07-03T21:00Z,pm10,76.4
2026-07-03T21:00Z,pm25,55.5
2026-07-03T21:00Z,co,653.0
2026-07-03T21:00Z,no2,40.2
2026-07-03T21:00Z,so2,25.3
2026-07-03T21:00Z,o3,46.0
2026-07-03T22:00Z,pm10,73.1
2026-07-03T22:00Z,pm25,54.9
2026-07-03T22:00Z,co,627.0
2026-07-03T22:00Z,no2,39.0
2026-07-03T22:00Z,so2,24.5
2026-07-03T22:00Z,o3,42.0
2026-07-03T23:00Z,pm10,69.6
2026-07-03T23:00Z,pm25,54.6
2026-07-03T23:00Z,co,599.0
2026-07-03T23:00Z,no2,38.8
2026-07-03T23:00Z,so2,24.3
2026-07-03T23:00Z,o3,39.0
2026-07-04T00:00Z,pm10,91.3
2026-07-04T00:00Z,pm25,55.9
2026-07-04T00:00Z,co,596.0
2026-07-04T00:00Z,no2,33.5
2026-07-04T00:00Z,so2,23.6
2026-07-04T00:00Z,o3,50.0
2026-07-04T01:00Z,pm10,82.7
2026-07-04T01:00Z,pm25,57.7
